SKU,year,week_num,month,cost_price
10388,2019,29,7,2773.0
10388,2019,30,7,2742.0
10388,2019,31,7,2789.0
10388,2019,31,8,2838.0
10388,2019,32,8,2812.0
10388,2019,33,8,2768.0
10388,2019,34,8,2827.0
10388,2019,35,8,2579.0
10388,2019,35,9,2512.0
10388,2019,36,9,2792.0
10388,2019,37,9,2804.0
10388,2019,38,9,2766.0
10388,2019,39,9,2794.0
10388,2019,40,9,2734.0
10388,2019,40,10,2734.0
10388,2019,41,10,2779.0
10388,2019,42,10,2839.0
10388,2019,43,10,2784.0
10388,2019,44,10,2722.0
10388,2019,44,11,2819.0
10388,2019,45,11,2855.0
10388,2019,46,11,2809.0
10388,2019,47,11,2738.0
10388,2019,48,11,2817.0
10388,2019,48,12,2817.0
10388,2019,49,12,2771.0
10388,2019,50,12,2571.0
10388,2019,51,12,2649.0
10388,2019,52,12,2518.0
10583,2019,1,12,3160.0
10583,2019,14,4,3099.0
10583,2019,15,4,3090.0
10583,2019,16,4,3112.0
10583,2019,17,4,3114.0
10583,2019,18,4,3134.0
10583,2019,18,5,3107.0
10583,2019,19,5,3056.0
10583,2019,20,5,3121.0
10583,2019,21,5,3172.0
10583,2019,22,5,3095.0
10583,2019,22,6,3149.0
10583,2019,23,6,3062.0
10583,2019,24,6,3122.0
10583,2019,25,6,3090.0
10583,2019,26,6,3196.0
10583,2019,27,7,3063.0
10583,2019,28,7,3189.0
10583,2019,29,7,3107.0
10583,2019,30,7,3197.0
10583,2019,31,7,3056.0
10583,2019,31,8,3056.0
10583,2019,32,8,3086.0
10583,2019,33,8,3188.0
10583,2019,34,8,3146.0
10583,2019,35,8,3062.0
10583,2019,35,9,3116.0
10583,2019,36,9,3164.0
10583,2019,37,9,3160.0
10583,2019,38,9,3128.0
10583,2019,39,9,3088.0
10583,2019,40,9,3096.0
10583,2019,40,10,3096.0
10583,2019,41,10,3042.0
10583,2019,42,10,3135.0
10583,2019,43,10,3056.0
10583,2019,44,10,3158.0
10583,2019,44,11,3131.0
10583,2019,45,11,3142.0
10583,2019,46,11,2767.0
10583,2019,47,11,2814.0
10583,2019,48,11,2823.0
10583,2019,48,12,2823.0
10583,2019,49,12,2766.0
10583,2019,50,12,2854.0
10583,2019,51,12,2803.0
10583,2019,52,12,2752.0
10837,2018,1,12,428.0
10837,2018,20,5,404.0
10837,2018,21,5,404.0
10837,2018,22,5,407.0
10837,2018,22,6,403.0
10837,2018,23,6,414.0
10837,2018,24,6,411.0
10837,2018,25,6,421.0
10837,2018,26,6,408.0
10837,2018,26,7,411.0
10837,2018,27,7,409.0
10837,2018,28,7,410.0
10837,2018,29,7,417.0
10837,2018,30,7,401.0
10837,2018,31,7,416.0
10837,2018,31,8,409.0
10837,2018,32,8,415.0
10837,2018,33,8,414.0
10837,2018,34,8,421.0
10837,2018,35,8,412.0
10837,2018,35,9,412.0
10837,2018,36,9,422.0
10837,2018,37,9,416.0
10837,2018,38,9,416.0
10837,2018,39,9,425.0
10837,2018,40,10,428.0
10837,2018,41,10,424.0
10837,2018,42,10,423.0
10837,2018,43,10,427.0
10837,2018,44,10,426.0
10837,2018,44,11,411.0
10837,2018,45,11,417.0
10837,2018,46,11,417.0
10837,2018,47,11,407.0
10837,2018,48,11,413.0
10837,2018,48,12,409.0
10837,2018,49,12,422.0
10837,2018,50,12,432.0
10837,2018,51,12,415.0
10837,2018,52,12,420.0
10837,2019,1,1,417.0
10837,2019,1,12,421.0
10837,2019,2,1,432.0
10837,2019,3,1,409.0
10837,2019,4,1,430.0
10837,2019,5,1,426.0
10837,2019,5,2,423.0
10837,2019,6,2,431.0
10837,2019,7,2,421.0
10837,2019,8,2,416.0
10837,2019,9,2,424.0
10837,2019,9,3,421.0
10837,2019,10,3,427.0
10837,2019,11,3,423.0
10837,2019,12,3,432.0
10837,2019,13,3,428.0
10837,2019,14,4,418.0
10837,2019,15,4,445.0
10837,2019,16,4,440.0
10837,2019,17,4,437.0
10837,2019,18,4,434.0
10837,2019,18,5,426.0
10837,2019,19,5,416.0
10837,2019,20,5,440.0
10837,2019,21,5,430.0
10837,2019,22,5,430.0
10837,2019,22,6,430.0
10837,2019,23,6,442.0
10837,2019,24,6,432.0
10837,2019,25,6,416.0
10837,2019,26,6,427.0
10837,2019,27,7,443.0
10837,2019,28,7,421.0
10837,2019,29,7,430.0
10837,2019,30,7,437.0
10837,2019,31,7,428.0
10837,2019,31,8,424.0
10837,2019,32,8,426.0
10837,2019,33,8,443.0
10837,2019,34,8,435.0
10837,2019,35,8,446.0
10837,2019,35,9,434.0
10837,2019,36,9,434.0
10837,2019,37,9,428.0
10837,2019,38,9,437.0
10837,2019,39,9,431.0
10837,2019,40,9,437.0
10837,2019,40,10,433.0
10837,2019,41,10,444.0
10837,2019,42,10,438.0
10837,2019,43,10,434.0
10837,2019,44,10,440.0
10837,2019,44,11,432.0
10837,2019,45,11,436.0
10837,2019,46,11,436.0
10837,2019,47,11,458.0
10837,2019,48,11,441.0
10837,2019,48,12,452.0
10837,2019,49,12,437.0
10837,2019,50,12,441.0
10837,2019,51,12,433.0
10837,2019,52,12,437.0
10887,2018,1,12,1684.0
10887,2018,16,4,1779.0
10887,2018,17,4,1853.0
10887,2018,18,4,1681.0
10887,2018,18,5,1667.0
10887,2018,19,5,1632.0
10887,2018,20,5,1778.0
10887,2018,21,5,1785.0
10887,2018,22,5,1803.0
10887,2018,22,6,1850.0
10887,2018,23,6,1797.0
10887,2018,24,6,1828.0
10887,2018,25,6,1812.0
10887,2018,26,6,1762.0
10887,2018,26,7,1747.0
10887,2018,27,7,1771.0
10887,2018,28,7,1796.0
10887,2018,29,7,1859.0
10887,2018,30,7,1785.0
10887,2018,31,7,1822.0
10887,2018,31,8,1806.0
10887,2018,32,8,1795.0
10887,2018,33,8,1835.0
10887,2018,34,8,1813.0
10887,2018,35,8,1634.0
10887,2018,35,9,1634.0
10887,2018,36,9,1805.0
10887,2018,37,9,1835.0
10887,2018,38,9,1802.0
10887,2018,39,9,1798.0
10887,2018,40,10,1826.0
10887,2018,41,10,1788.0
10887,2018,42,10,1867.0
10887,2018,43,10,1865.0
10887,2018,44,10,1814.0
10887,2018,44,11,1814.0
10887,2018,45,11,1814.0
10887,2018,46,11,1791.0
10887,2018,47,11,1830.0
10887,2018,48,11,1800.0
10887,2018,48,12,1800.0
10887,2018,49,12,1825.0
10887,2018,50,12,1661.0
10887,2018,51,12,1643.0
10887,2018,52,12,1675.0
10887,2019,1,1,1690.0
10887,2019,1,12,1647.0
10887,2019,2,1,1680.0
10887,2019,3,1,1810.0
10887,2019,4,1,1820.0
10887,2019,5,1,1785.0
10887,2019,5,2,1849.0
10887,2019,6,2,1764.0
10887,2019,7,2,1886.0
10887,2019,8,2,1709.0
10887,2019,9,2,1861.0
10887,2019,9,3,1845.0
10887,2019,10,3,1712.0
10887,2019,11,3,1885.0
10887,2019,12,3,1813.0
10887,2019,13,3,1838.0
10887,2019,14,4,1803.0
10887,2019,15,4,1854.0
10887,2019,16,4,1805.0
10887,2019,17,4,1794.0
10887,2019,18,4,1708.0
10887,2019,18,5,1708.0
10887,2019,19,5,1677.0
10887,2019,20,5,1794.0
10887,2019,21,5,1763.0
10887,2019,22,5,1776.0
10887,2019,22,6,1839.0
10887,2019,23,6,1813.0
10887,2019,24,6,1815.0
10887,2019,25,6,1845.0
10887,2019,26,6,1844.0
10887,2019,27,7,1832.0
10887,2019,28,7,1861.0
10887,2019,29,7,1871.0
10887,2019,30,7,1842.0
10887,2019,31,7,1837.0
10887,2019,31,8,1886.0
10887,2019,32,8,1835.0
10887,2019,33,8,1840.0
10887,2019,34,8,1891.0
10887,2019,35,8,1688.0
10887,2019,35,9,1688.0
10887,2019,36,9,1818.0
10887,2019,37,9,1854.0
10887,2019,38,9,1787.0
10887,2019,39,9,1863.0
10887,2019,40,9,1854.0
10887,2019,40,10,1822.0
10887,2019,41,10,1886.0
10887,2019,42,10,1819.0
10887,2019,43,10,1834.0
10887,2019,44,10,1795.0
10887,2019,44,11,1795.0
10887,2019,45,11,1823.0
10887,2019,46,11,1797.0
10887,2019,47,11,1828.0
10887,2019,48,11,1863.0
10887,2019,48,12,1863.0
10887,2019,49,12,1812.0
10887,2019,50,12,1746.0
10887,2019,51,12,1652.0
10887,2019,52,12,1746.0
10947,2019,1,12,2278.0
10947,2019,29,7,2272.0
10947,2019,30,7,2263.0
10947,2019,31,7,2296.0
10947,2019,31,8,2316.0
10947,2019,32,8,2291.0
10947,2019,33,8,2307.0
10947,2019,34,8,2270.0
10947,2019,35,8,2308.0
10947,2019,35,9,2229.0
10947,2019,36,9,2307.0
10947,2019,37,9,2283.0
10947,2019,38,9,2292.0
10947,2019,39,9,2309.0
10947,2019,40,9,2302.0
10947,2019,40,10,2262.0
10947,2019,41,10,2380.0
10947,2019,42,10,2288.0
10947,2019,43,10,2323.0
10947,2019,44,10,2285.0
10947,2019,44,11,2285.0
10947,2019,45,11,2291.0
10947,2019,46,11,2298.0
10947,2019,47,11,2269.0
10947,2019,48,11,2217.0
10947,2019,48,12,2217.0
10947,2019,49,12,2303.0
10947,2019,50,12,2335.0
10947,2019,51,12,2312.0
10947,2019,52,12,2320.0
10973,2018,1,12,3283.0
10973,2018,37,9,3336.0
10973,2018,38,9,3262.0
10973,2018,39,9,3250.0
10973,2018,40,10,3304.0
10973,2018,41,10,3330.0
10973,2018,42,10,3219.0
10973,2018,43,10,3357.0
10973,2018,44,10,3387.0
10973,2018,44,11,3417.0
10973,2018,45,11,3255.0
10973,2018,46,11,3302.0
10973,2018,47,11,3270.0
10973,2018,48,11,3272.0
10973,2018,48,12,3244.0
10973,2018,49,12,3321.0
10973,2018,50,12,3310.0
10973,2018,51,12,3241.0
10973,2018,52,12,3285.0
10973,2019,1,1,3222.0
10973,2019,1,12,3250.0
10973,2019,2,1,3358.0
10973,2019,3,1,3267.0
10973,2019,4,1,3368.0
10973,2019,5,1,3300.0
10973,2019,5,2,3358.0
10973,2019,6,2,3298.0
10973,2019,7,2,3250.0
10973,2019,8,2,3390.0
10973,2019,9,2,3290.0
10973,2019,9,3,3319.0
10973,2019,10,3,3256.0
10973,2019,11,3,3268.0
10973,2019,12,3,3251.0
10973,2019,13,3,3332.0
10973,2019,14,4,3261.0
10973,2019,15,4,3284.0
10973,2019,16,4,3279.0
10973,2019,17,4,3297.0
10973,2019,18,4,3318.0
10973,2019,18,5,3347.0
10973,2019,19,5,3266.0
10973,2019,20,5,3246.0
10973,2019,21,5,3314.0
10973,2019,22,5,3343.0
10973,2019,22,6,3257.0
10973,2019,23,6,3360.0
10973,2019,24,6,3226.0
10973,2019,25,6,3271.0
10973,2019,26,6,3254.0
10973,2019,27,7,3323.0
10973,2019,28,7,3327.0
10973,2019,29,7,3271.0
10973,2019,30,7,3306.0
10973,2019,31,7,3361.0
10973,2019,31,8,3390.0
10973,2019,32,8,3268.0
10973,2019,33,8,3394.0
10973,2019,34,8,3365.0
10973,2019,35,8,3350.0
10973,2019,35,9,3350.0
10973,2019,36,9,3334.0
10973,2019,37,9,3326.0
10973,2019,38,9,3402.0
10973,2019,39,9,3276.0
10973,2019,40,9,3383.0
10973,2019,40,10,3325.0
10973,2019,41,10,3326.0
10973,2019,42,10,3342.0
10973,2019,43,10,3330.0
10973,2019,44,10,3337.0
10973,2019,44,11,3337.0
10973,2019,45,11,3301.0
10973,2019,46,11,3253.0
10973,2019,47,11,3372.0
10973,2019,48,11,3316.0
10973,2019,48,12,3259.0
10973,2019,49,12,3365.0
10973,2019,50,12,3354.0
10973,2019,51,12,3188.0
10973,2019,52,12,3269.0
11013,2019,1,12,3624.0
11013,2019,23,6,3588.0
11013,2019,24,6,3470.0
11013,2019,25,6,3633.0
11013,2019,26,6,3614.0
11013,2019,27,7,3572.0
11013,2019,28,7,3584.0
11013,2019,29,7,3508.0
11013,2019,30,7,3572.0
11013,2019,31,7,3541.0
11013,2019,31,8,3450.0
11013,2019,32,8,3637.0
11013,2019,33,8,3604.0
11013,2019,34,8,3557.0
11013,2019,35,8,3555.0
11013,2019,35,9,3618.0
11013,2019,36,9,3555.0
11013,2019,37,9,3528.0
11013,2019,38,9,3622.0
11013,2019,39,9,3604.0
11013,2019,40,9,3554.0
11013,2019,40,10,3493.0
11013,2019,41,10,3538.0
11013,2019,42,10,3665.0
11013,2019,43,10,3706.0
11013,2019,44,10,3603.0
11013,2019,44,11,3603.0
11013,2019,45,11,3550.0
11013,2019,46,11,3193.0
11013,2019,47,11,3243.0
11013,2019,48,11,3191.0
11013,2019,48,12,3191.0
11013,2019,49,12,3273.0
11013,2019,50,12,3124.0
11013,2019,51,12,3179.0
11013,2019,52,12,3270.0
11179,2018,1,12,3233.0
11179,2018,43,10,3202.0
11179,2018,44,10,3197.0
11179,2018,44,11,3253.0
11179,2018,45,11,3271.0
11179,2018,46,11,3225.0
11179,2018,47,11,3243.0
11179,2018,48,11,3182.0
11179,2018,48,12,3182.0
11179,2018,49,12,3161.0
11179,2018,50,12,3318.0
11179,2018,51,12,3283.0
11179,2018,52,12,3305.0
11179,2019,1,1,3230.0
11179,2019,1,12,3287.0
11179,2019,2,1,3245.0
11179,2019,3,1,3244.0
11179,2019,4,1,3233.0
11179,2019,5,1,3259.0
11179,2019,5,2,3175.0
11179,2019,6,2,3265.0
11179,2019,7,2,3243.0
11179,2019,8,2,3227.0
11179,2019,9,2,3303.0
11179,2019,9,3,3217.0
11179,2019,10,3,3292.0
11179,2019,11,3,3238.0
11179,2019,12,3,3296.0
11179,2019,13,3,3304.0
11179,2019,14,4,3231.0
11179,2019,15,4,3296.0
11179,2019,16,4,3321.0
11179,2019,17,4,3213.0
11179,2019,18,4,3343.0
11179,2019,18,5,3257.0
11179,2019,19,5,3228.0
11179,2019,20,5,3260.0
11179,2019,21,5,3272.0
11179,2019,22,5,3373.0
11179,2019,22,6,3285.0
11179,2019,23,6,3244.0
11179,2019,24,6,3221.0
11179,2019,25,6,3218.0
11179,2019,26,6,3206.0
11179,2019,27,7,3220.0
11179,2019,28,7,3275.0
11179,2019,29,7,3284.0
11179,2019,30,7,3250.0
11179,2019,31,7,3304.0
11179,2019,31,8,3247.0
11179,2019,32,8,3211.0
11179,2019,33,8,3283.0
11179,2019,34,8,3222.0
11179,2019,35,8,3296.0
11179,2019,35,9,3296.0
11179,2019,36,9,3261.0
11179,2019,37,9,3193.0
11179,2019,38,9,3243.0
11179,2019,39,9,3287.0
11179,2019,40,9,3236.0
11179,2019,40,10,3236.0
11179,2019,41,10,3234.0
11179,2019,42,10,3292.0
11179,2019,43,10,3283.0
11179,2019,44,10,3226.0
11179,2019,44,11,3226.0
11179,2019,45,11,3371.0
11179,2019,46,11,3183.0
11179,2019,47,11,3236.0
11179,2019,48,11,3246.0
11179,2019,48,12,3332.0
11179,2019,49,12,3350.0
11179,2019,50,12,3172.0
11179,2019,51,12,3335.0
11179,2019,52,12,3333.0
11189,2018,1,12,3188.0
11189,2018,49,12,3200.0
11189,2018,50,12,3000.0
11189,2018,51,12,2918.0
11189,2018,52,12,2789.0
11189,2019,1,1,2948.0
11189,2019,1,12,2948.0
11189,2019,2,1,2598.0
11189,2019,3,1,3121.0
11189,2019,4,1,3163.0
11189,2019,5,1,2698.0
11189,2019,5,2,2722.0
11189,2019,6,2,2782.0
11189,2019,7,2,3092.0
11189,2019,8,2,3184.0
11189,2019,9,2,3062.0
11189,2019,9,3,3062.0
11189,2019,10,3,3020.0
11189,2019,11,3,2917.0
11189,2019,12,3,2545.0
11189,2019,13,3,3025.0
11189,2019,14,4,3034.0
11189,2019,15,4,3204.0
11189,2019,16,4,3059.0
11189,2019,17,4,2762.0
11189,2019,18,4,2704.0
11189,2019,18,5,2776.0
11189,2019,19,5,2916.0
11189,2019,20,5,2919.0
11189,2019,21,5,2842.0
11189,2019,22,5,2916.0
11189,2019,22,6,2841.0
11189,2019,23,6,3107.0
11189,2019,24,6,2886.0
11189,2019,25,6,2718.0
11189,2019,26,6,3145.0
11189,2019,27,7,3091.0
11189,2019,28,7,3075.0
11189,2019,29,7,3063.0
11189,2019,30,7,2856.0
11189,2019,31,7,2723.0
11189,2019,31,8,2795.0
11189,2019,32,8,2858.0
11189,2019,33,8,3066.0
11189,2019,34,8,3008.0
11189,2019,35,8,2907.0
11189,2019,35,9,2958.0
11189,2019,36,9,3115.0
11189,2019,37,9,2927.0
11189,2019,38,9,2864.0
11189,2019,39,9,2877.0
11189,2019,40,9,2679.0
11189,2019,40,10,2726.0
11189,2019,41,10,3234.0
11189,2019,42,10,3003.0
11189,2019,43,10,2975.0
11189,2019,44,10,3045.0
11189,2019,44,11,3098.0
11189,2019,45,11,2863.0
11189,2019,46,11,2595.0
11189,2019,47,11,3010.0
11189,2019,48,11,3090.0
11189,2019,48,12,3090.0
11189,2019,49,12,3061.0
11189,2019,50,12,2591.0
11189,2019,51,12,2830.0
11189,2019,52,12,2729.0
11191,2019,1,12,3045.0
11191,2019,31,8,3075.0
11191,2019,32,8,3030.0
11191,2019,33,8,3042.0
11191,2019,34,8,2935.0
11191,2019,35,8,3002.0
11191,2019,35,9,3055.0
11191,2019,36,9,3045.0
11191,2019,37,9,3069.0
11191,2019,38,9,3064.0
11191,2019,39,9,3039.0
11191,2019,40,9,2929.0
11191,2019,40,10,2980.0
11191,2019,41,10,2998.0
11191,2019,42,10,2989.0
11191,2019,43,10,2997.0
11191,2019,44,10,2909.0
11191,2019,44,11,2909.0
11191,2019,45,11,2968.0
11191,2019,46,11,2945.0
11191,2019,47,11,3003.0
11191,2019,48,11,2977.0
11191,2019,48,12,2952.0
11191,2019,49,12,3015.0
11191,2019,50,12,3070.0
11191,2019,51,12,2934.0
11191,2019,52,12,3017.0
11318,2018,1,12,3603.0
11318,2018,5,1,3579.0
11318,2018,5,2,3579.0
11318,2018,6,2,3668.0
11318,2018,7,2,3642.0
11318,2018,8,2,3634.0
11318,2018,9,2,3554.0
11318,2018,9,3,3616.0
11318,2018,10,3,3649.0
11318,2018,11,3,3728.0
11318,2018,12,3,3572.0
11318,2018,13,3,3646.0
11318,2018,13,4,3614.0
11318,2018,14,4,3551.0
11318,2018,15,4,3676.0
11318,2018,16,4,3689.0
11318,2018,17,4,3638.0
11318,2018,18,4,3613.0
11318,2018,18,5,3676.0
11318,2018,19,5,3609.0
11318,2018,20,5,3583.0
11318,2018,21,5,3693.0
11318,2018,22,5,3685.0
11318,2018,22,6,3718.0
11318,2018,23,6,3621.0
11318,2018,24,6,3609.0
11318,2018,25,6,3604.0
11318,2018,26,6,3708.0
11318,2018,26,7,3676.0
11318,2018,27,7,3662.0
11318,2018,28,7,3798.0
11318,2018,29,7,3648.0
11318,2018,30,7,3660.0
11318,2018,31,7,3657.0
11318,2018,31,8,3595.0
11318,2018,32,8,3519.0
11318,2018,33,8,3696.0
11318,2018,34,8,3685.0
11318,2018,35,8,3595.0
11318,2018,35,9,3595.0
11318,2018,36,9,3681.0
11318,2018,37,9,3559.0
11318,2018,38,9,3714.0
11318,2018,39,9,3644.0
11318,2018,40,10,3636.0
11318,2018,41,10,3597.0
11318,2018,42,10,3654.0
11318,2018,43,10,3677.0
11318,2018,44,10,3753.0
11318,2018,44,11,3688.0
11318,2018,45,11,3652.0
11318,2018,46,11,3654.0
11318,2018,47,11,3638.0
11318,2018,48,11,3576.0
11318,2018,48,12,3638.0
11318,2018,49,12,3592.0
11318,2018,50,12,3692.0
11318,2018,51,12,3657.0
11318,2018,52,12,3663.0
11318,2019,1,1,3643.0
11318,2019,1,12,3611.0
11318,2019,2,1,3648.0
11318,2019,3,1,3730.0
11318,2019,4,1,3658.0
11318,2019,5,1,3548.0
11318,2019,5,2,3548.0
11318,2019,6,2,3599.0
11318,2019,7,2,3591.0
11318,2019,8,2,3637.0
11318,2019,9,2,3607.0
11318,2019,9,3,3638.0
11318,2019,10,3,3625.0
11318,2019,11,3,3642.0
11318,2019,12,3,3696.0
11318,2019,13,3,3694.0
11318,2019,14,4,3681.0
11318,2019,15,4,3748.0
11318,2019,16,4,3677.0
11318,2019,17,4,3691.0
11318,2019,18,4,3728.0
11318,2019,18,5,3632.0
11318,2019,19,5,3669.0
11318,2019,20,5,3643.0
11318,2019,21,5,3574.0
11318,2019,22,5,3742.0
11318,2019,22,6,3710.0
11318,2019,23,6,3708.0
11318,2019,24,6,3614.0
11318,2019,25,6,3622.0
11318,2019,26,6,3500.0
11318,2019,27,7,3679.0
11318,2019,28,7,3765.0
11318,2019,29,7,3731.0
11318,2019,30,7,3521.0
11318,2019,31,7,3664.0
11318,2019,31,8,3664.0
11318,2019,32,8,3591.0
11318,2019,33,8,3749.0
11318,2019,34,8,3642.0
11318,2019,35,8,3625.0
11318,2019,35,9,3689.0
11318,2019,36,9,3641.0
11318,2019,37,9,3605.0
11318,2019,38,9,3711.0
11318,2019,39,9,3564.0
11318,2019,40,9,3591.0
11318,2019,40,10,3686.0
11318,2019,41,10,3579.0
11318,2019,42,10,3646.0
